Player,Nationality,Rating,Image
Peter, KR,36,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Azhi, TW,79,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Betty, TW,91,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
JunJia, TW,76,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Maple, TW,87,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Woody, TW,59,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Driver, TW,68,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kaze, AR,79,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Pan, AR,73,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Willer, KR,57,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Ming, CN,39,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Wei, CN,54,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Disamis, BR,68,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Guigo, BR,78,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
ProDelta, BR,54,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
SMILEY, SE,87,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Tide, TW,73,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Feng, TW,76,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
1116, TW,74,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Grell, MX,67,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Nobody, AR,79,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Bull, KR,69,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Qiuqiu, CN,41,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Rascal, KR,55,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Ackerman, AR,64,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Josedeodo, AR,81,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Snaker, AR,94,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Zothve, CL,80,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
cody, CL,90,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Lava, KR,84,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Carzzy, CZ,76,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Hylissang, BG,50,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Photon, KR,70,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Vetheo, FR,77,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Ale, CN,65,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Andil, KR,44,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Tangyuan, CN,66,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Elio, VN,56,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kiaya, VN,82,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Levi, VN,75,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
YSKM, HK,63,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
MnM, HK,78,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Hang, CN,48,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Gavotto, MX,74,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Shadow, AR,50,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Ganks, PE,55,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Jauny, CR,57,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Acee, JP,64,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Bini, KR,69,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
HRK, JP,52,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
IgnaVilu, AR,37,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
TaNa, KR,65,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
hetel, JP,39,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Decade, CN,54,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Dragku, AU,55,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
zorenous, AU,70,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
HuSha, TW,66,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
s1aytrue, TW,46,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Irrelevant, DE,64,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Isma, FR,59,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Nisqy, BE,73,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Gastruks, AR,44,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Hidan, BR,63,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
naiyou, CN,52,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Envyy, KR,62,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Thien, AU,72,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
leemas, TR,91,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Aress, VN,81,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Taki, VN,55,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Gori, KR,78,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Karsa, TW,65,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Shunn, TW,79,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
SwordArt, TW,48,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Aegis, BR,64,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Brance, BR,83,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Grevthar, BR,72,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
fNb, BR,70,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Fisher, KR,62,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
GIDEON, KR,46,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Shernfire, AU,78,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Croc, KR,66,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
RedBert, BR,51,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Robo, BR,74,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Route, KR,81,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Tinowns, BR,84,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
APA, US,79,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
CoreJJ, KR,48,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Impact, KR,68,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
UmTi, KR,63,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Yeon, US,80,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
JimieN, TW,75,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Daglas, PL,62,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Flakked, ES,73,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Jankos, PL,56,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Wunder, DK,60,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Callme, KR,64,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
JoJo, BR,45,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kati, VN,79,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Shogun, VN,81,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Ellim, KR,56,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Gaeng, KR,43,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kinatu, JP,56,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Yuhi, JP,65,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Cotopaco, CO,60,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
VirusFx, MX,63,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Leleko, BR,78,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Bie, VN,43,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Sparda, VN,67,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Able, CN,69,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Lwx, CN,68,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
5Kid, KR,63,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
seiya, MX,59,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Artemis, VN,78,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Minji, TW,67,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Doss, DK,39,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Exakick, FR,72,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Pollu, KR,28,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Zorah, CN,33,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Rest, TW,63,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Shaoye, CN,66,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Envy, BR,66,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kabbie, KR,35,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Seize, KR,50,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
SuperCleber, BR,60,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
IgNar, KR,30,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Jackies, CZ,61,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Patrik, CZ,62,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Buggax, UY,50,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
BioPanther, AU,71,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Haeri, AU,87,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Violet, HK,81,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Benvi, AU,50,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Kisee, AU,80,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Likai, TW,64,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Ceos, BR,35,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Hauz, BR,66,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Netuno, BR,65,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Thesnake, CN,59,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
EasyLove, VN,62,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Ryoma, AU,82,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Swip3rR, AU,56,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
k1ng, AU,78,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Trigo, BR,66,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Leyan, CN,57,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Acce, AR,50,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Mataz, MX,48,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Reble, KR,35,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Busio, US,47,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Bwipo, BE,66,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Inspired, PL,63,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Jensen, DK,75,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Massu, CA,67,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
Draktharr, VN,57,https://static.wikia.nocookie.net/lolesports_gamepedia_en/images/3/3f/EDG_Xiamu_2024_Split_1.png/revision/latest/scale-to-width-down/220?cb=20240307144147
